"","Wort","sentiment score"
"2829","abgedroschenes","-0.1839"
"2830","abgedroschenerem","-0.1839"
"2831","abgedroscheneren","-0.1839"
"2832","abgedroschneren","-0.1839"
"2833","abgedroschenen","-0.1839"
"2834","abgedroschnerem","-0.1839"
"2835","abgedroschneres","-0.1839"
"2836","abgedroschnerer","-0.1839"
"2837","abgedroschensten","-0.1839"
"2838","abgedroschenere","-0.1839"
"2839","abgedroschenstem","-0.1839"
"2840","abgedroschenstes","-0.1839"
"2841","abgedroschenster","-0.1839"
"2842","abgedroschnere","-0.1839"
"2843","abgedroschene","-0.1839"
"2844","abgestandnerer","-0.0368"
"2845","abgestandneres","-0.0368"
"2846","abgestandenen","-0.0368"
"2847","abgestandenem","-0.0368"
"2848","abgestandenes","-0.0368"
"2849","abgestandener","-0.0368"
"2850","abgestandenstes","-0.0368"
"2851","abgestandenere","-0.0368"
"2852","abgestandenster","-0.0368"
"2853","abgestandenstem","-0.0368"
"2854","abgestandensten","-0.0368"
"2855","abgestandenste","-0.0368"
"2856","abgestandnere","-0.0368"
"2857","abgestandene","-0.0368"
"2858","abgestandeneren","-0.0368"
"2859","abgestandenerem","-0.0368"
"2860","abgestandenst","-0.0368"
"2861","abgestandneren","-0.0368"
"2862","abgestandeneres","-0.0368"
"2863","abgestandnerem","-0.0368"
"2864","abgestandenerer","-0.0368"
"2865","abgestandner","-0.0368"
"2866","abgetakeltstem","-0.0048"
"2867","abgetakeltere","-0.0048"
"2868","abgetakeltste","-0.0048"
"2869","abgetakeltsten","-0.0048"
"2870","abgetakeltstes","-0.0048"
"2871","abgetakeltster","-0.0048"
"2872","abgetakelten","-0.0048"
"2873","abgetakelteren","-0.0048"
"2874","abgetakeltem","-0.0048"
"2875","abgetakeltst","-0.0048"
"2876","abgetakelte","-0.0048"
"2877","abgetakelterem","-0.0048"
"2878","abgetakeltes","-0.0048"
"2879","abgetakelter","-0.0048"
"2880","abgetakelterer","-0.0048"
"2881","abgetakelteres","-0.0048"
"2882","abgründiger","-0.1719"
"2883","abgründiges","-0.1719"
"2884","abgründigst","-0.1719"
"2885","abgründigste","-0.1719"
"2886","abgründigstem","-0.1719"
"2887","abgründige","-0.1719"
"2888","abgründigeres","-0.1719"
"2889","abgründigsten","-0.1719"
"2890","abgründigerer","-0.1719"
"2891","abgründigerem","-0.1719"
"2892","abgründigeren","-0.1719"
"2893","abgründigster","-0.1719"
"2894","abgründigstes","-0.1719"
"2895","abgründigen","-0.1719"
"2896","abgründigem","-0.1719"
"2897","abgründigere","-0.1719"
"2898","abhängigstem","-0.0048"
"2899","abhängigsten","-0.0048"
"2900","abhängiges","-0.0048"
"2901","abhängiger","-0.0048"
"2902","abhängigere","-0.0048"
"2903","abhängigem","-0.0048"
"2904","abhängigen","-0.0048"
"2905","abhängigste","-0.0048"
"2906","abhängigerer","-0.0048"
"2907","abhängigeres","-0.0048"
"2908","abhängigster","-0.0048"
"2909","abhängigstes","-0.0048"
"2910","abhängigerem","-0.0048"
"2911","abhängige","-0.0048"
"2912","abhängigeren","-0.0048"
"2913","abhängigst","-0.0048"
"2914","ablehn","-0.6458"
"2915","ablehntest","-0.6458"
"2916","ablehnten","-0.6458"
"2917","ablehnest","-0.6458"
"2918","ablehnet","-0.6458"
"2919","ablehntet","-0.6458"
"2920","ablehnst","-0.6458"
"2921","ablehnte","-0.6458"
"2922","ablehnt","-0.6458"
"2923","ablehne","-0.6458"
"2924","abgelehnt","-0.6458"
"2925","ablenket","-0.042"
"2926","ablenkten","-0.042"
"2927","abgelenkt","-0.042"
"2928","ablenke","-0.042"
"2929","ablenkte","-0.042"
"2930","ablenkt","-0.042"
"2931","ablenktet","-0.042"
"2932","ablenkst","-0.042"
"2933","ablenkest","-0.042"
"2934","ablenk","-0.042"
"2935","ablenktest","-0.042"
"2936","abnutzten","-0.0417"
"2937","abgenutzt","-0.0417"
"2938","abnutzte","-0.0417"
"2939","abnutze","-0.0417"
"2940","abnutztest","-0.0417"
"2941","abnutzt","-0.0417"
"2942","abnutz","-0.0417"
"2943","abnutztet","-0.0417"
"2944","abnutzet","-0.0417"
"2945","abnutzest","-0.0417"
"2946","abruptestes","-0.0048"
"2947","abruptester","-0.0048"
"2948","abrupteste","-0.0048"
"2949","abruptesten","-0.0048"
"2950","abruptestem","-0.0048"
"2951","abrupte","-0.0048"
"2952","abrupteren","-0.0048"
"2953","abrupterem","-0.0048"
"2954","abruptest","-0.0048"
"2955","abrupteres","-0.0048"
"2956","abrupterer","-0.0048"
"2957","abrupten","-0.0048"
"2958","abruptem","-0.0048"
"2959","abruptere","-0.0048"
"2960","abruptes","-0.0048"
"2961","abrupter","-0.0048"
"2962","abschrecket","-0.178"
"2963","abschreck","-0.178"
"2964","abschreckest","-0.178"
"2965","abschreckten","-0.178"
"2966","abschreckte","-0.178"
"2967","abschrecktest","-0.178"
"2968","abschreckt","-0.178"
"2969","abschrecke","-0.178"
"2970","abschreckst","-0.178"
"2971","abgeschreckt","-0.178"
"2972","abschrecktet","-0.178"
"2973","abschwächt","-0.0048"
"2974","abschwäche","-0.0048"
"2975","abschwächten","-0.0048"
"2976","abschwächte","-0.0048"
"2977","abschwäch","-0.0048"
"2978","abschwächst","-0.0048"
"2979","abgeschwächt","-0.0048"
"2980","abschwächtest","-0.0048"
"2981","abschwächet","-0.0048"
"2982","abschwächest","-0.0048"
"2983","abschwächtet","-0.0048"
"2984","abschätzigere","-0.0048"
"2985","abschätzigeres","-0.0048"
"2986","abschätzigerer","-0.0048"
"2987","abschätzigeren","-0.0048"
"2988","abschätzigem","-0.0048"
"2989","abschätzigerem","-0.0048"
"2990","abschätzigstes","-0.0048"
"2991","abschätzigen","-0.0048"
"2992","abschätzigst","-0.0048"
"2993","abschätzige","-0.0048"
"2994","abschätziger","-0.0048"
"2995","abschätziges","-0.0048"
"2996","abschätzigste","-0.0048"
"2997","abschätzigsten","-0.0048"
"2998","abschätzigstem","-0.0048"
"2999","abschätzigster","-0.0048"
"3000","abstoßendstem","-0.5859"
"3001","abstoßendsten","-0.5859"
"3002","abstoßenderer","-0.5859"
"3003","abstoßendster","-0.5859"
"3004","abstoßendere","-0.5859"
"3005","abstoßenderes","-0.5859"
"3006","abstoßendst","-0.5859"
"3007","abstoßendstes","-0.5859"
"3008","abstoßende","-0.5859"
"3009","abstoßenden","-0.5859"
"3010","abstoßendem","-0.5859"
"3011","abstoßendes","-0.5859"
"3012","abstoßender","-0.5859"
"3013","abstoßendste","-0.5859"
"3014","abstoßenderen","-0.5859"
"3015","abstoßenderem","-0.5859"
"3016","abstumpf","-0.0048"
"3017","abstumpfet","-0.0048"
"3018","abstumpfest","-0.0048"
"3019","abstumpften","-0.0048"
"3020","abgestumpft","-0.0048"
"3021","abstumpftet","-0.0048"
"3022","abstumpfe","-0.0048"
"3023","abstumpftest","-0.0048"
"3024","abstumpfte","-0.0048"
"3025","abstumpft","-0.0048"
"3026","abstumpfst","-0.0048"
"3027","abstürztet","-0.4697"
"3028","abstürzt","-0.4697"
"3029","abstürze","-0.4697"
"3030","abstürzte","-0.4697"
"3031","abstürz","-0.4697"
"3032","abstürzet","-0.4697"
"3033","abstürzest","-0.4697"
"3034","abstürzten","-0.4697"
"3035","abgestürzt","-0.4697"
"3036","abstürztest","-0.4697"
"3037","absurdester","-0.212"
"3038","absurdestes","-0.212"
"3039","absurderer","-0.212"
"3040","absurdesten","-0.212"
"3041","absurden","-0.212"
"3042","absurdem","-0.212"
"3043","absurderen","-0.212"
"3044","absurderem","-0.212"
"3045","absurdestem","-0.212"
"3046","absurdere","-0.212"
"3047","absurdeste","-0.212"
"3048","absurde","-0.212"
"3049","absurder","-0.212"
"3050","absurdest","-0.212"
"3051","absurdes","-0.212"
"3052","absurderes","-0.212"
"3053","abwertest","-0.4521"
"3054","abgewertet","-0.4521"
"3055","abwerttest","-0.4521"
"3056","abwertten","-0.4521"
"3057","abwert","-0.4521"
"3058","abwertete","-0.4521"
"3059","abwerteten","-0.4521"
"3060","abwerte","-0.4521"
"3061","abwertetet","-0.4521"
"3062","abwertte","-0.4521"
"3063","abwerttet","-0.4521"
"3064","abwertetest","-0.4521"
"3065","abwertet","-0.4521"
"3066","achtloses","-0.0048"
"3067","achtlosere","-0.0048"
"3068","achtlosestes","-0.0048"
"3069","achtlosester","-0.0048"
"3070","achtlose","-0.0048"
"3071","achtlosest","-0.0048"
"3072","achtloseren","-0.0048"
"3073","achtloseste","-0.0048"
"3074","achtloseres","-0.0048"
"3075","achtloserer","-0.0048"
"3076","achtlosestem","-0.0048"
"3077","achtlosesten","-0.0048"
"3078","achtloser","-0.0048"
"3079","achtlosen","-0.0048"
"3080","achtlosem","-0.0048"
"3081","achtloserem","-0.0048"
"3082","aggressivst","-0.4484"
"3083","aggressiveren","-0.4484"
"3084","aggressiverem","-0.4484"
"3085","aggressivster","-0.4484"
"3086","aggressiverer","-0.4484"
"3087","aggressiven","-0.4484"
"3088","aggressivem","-0.4484"
"3089","aggressivsten","-0.4484"
"3090","aggressives","-0.4484"
"3091","aggressivste","-0.4484"
"3092","aggressiver","-0.4484"
"3093","aggressivstem","-0.4484"
"3094","aggressiveres","-0.4484"
"3095","aggressivstes","-0.4484"
"3096","aggressivere","-0.4484"
"3097","aggressive","-0.4484"
"3098","alarmiertest","-0.0048"
"3099","alarmieret","-0.0048"
"3100","alarmierten","-0.0048"
"3101","alarmiere","-0.0048"
"3102","alarmiertet","-0.0048"
"3103","alarmier","-0.0048"
"3104","alarmierest","-0.0048"
"3105","alarmierst","-0.0048"
"3106","alarmierte","-0.0048"
"3107","alarmiert","-0.0048"
"3108","alkoholisierten","-0.0048"
"3109","alkoholisiertem","-0.0048"
"3110","alkoholisierteste","-0.0048"
"3111","alkoholisierte","-0.0048"
"3112","alkoholisiertester","-0.0048"
"3113","alkoholisiertestes","-0.0048"
"3114","alkoholisiertes","-0.0048"
"3115","alkoholisiertest","-0.0048"
"3116","alkoholisiertesten","-0.0048"
"3117","alkoholisierter","-0.0048"
"3118","alkoholisiertestem","-0.0048"
"3119","alkoholisierterer","-0.0048"
"3120","alkoholisiertere","-0.0048"
"3121","alkoholisierteres","-0.0048"
"3122","alkoholisierteren","-0.0048"
"3123","alkoholisierterem","-0.0048"
"3124","alte","-0.0048"
"3125","altem","-0.0048"
"3126","alten","-0.0048"
"3127","ältest","-0.0048"
"3128","alter","-0.0048"
"3129","altes","-0.0048"
"3130","älteres","-0.0048"
"3131","ältester","-0.0048"
"3132","älterer","-0.0048"
"3133","älter","-0.0048"
"3134","ältere","-0.0048"
"3135","älterem","-0.0048"
"3136","ältestem","-0.0048"
"3137","ältesten","-0.0048"
"3138","älteren","-0.0048"
"3139","älteste","-0.0048"
"3140","ältestes","-0.0048"
"3141","altmodische","-0.0382"
"3142","altmodischstes","-0.0382"
"3143","altmodischere","-0.0382"
"3144","altmodischeres","-0.0382"
"3145","altmodischster","-0.0382"
"3146","altmodischerer","-0.0382"
"3147","altmodischstem","-0.0382"
"3148","altmodischsten","-0.0382"
"3149","altmodischer","-0.0382"
"3150","altmodisches","-0.0382"
"3151","altmodischem","-0.0382"
"3152","altmodischen","-0.0382"
"3153","altmodischste","-0.0382"
"3154","altmodischst","-0.0382"
"3155","altmodischeren","-0.0382"
"3156","altmodischerem","-0.0382"
"3157","amateurhaftes","-0.4485"
"3158","amateurhaftestes","-0.4485"
"3159","amateurhafterem","-0.4485"
"3160","amateurhaftester","-0.4485"
"3161","amateurhaftem","-0.4485"
"3162","amateurhaften","-0.4485"
"3163","amateurhaftestem","-0.4485"
"3164","amateurhaftesten","-0.4485"
"3165","amateurhaftest","-0.4485"
"3166","amateurhafte","-0.4485"
"3167","amateurhafter","-0.4485"
"3168","amateurhafteren","-0.4485"
"3169","amateurhafterer","-0.4485"
"3170","amateurhaftere","-0.4485"
"3171","amateurhafteres","-0.4485"
"3172","amateurhafteste","-0.4485"
"3173","ambivalenterer","-0.4628"
"3174","ambivalentestem","-0.4628"
"3175","ambivalentesten","-0.4628"
"3176","ambivalentem","-0.4628"
"3177","ambivalenteren","-0.4628"
"3178","ambivalenterem","-0.4628"
"3179","ambivalentestes","-0.4628"
"3180","ambivalentester","-0.4628"
"3181","ambivalenten","-0.4628"
"3182","ambivalentes","-0.4628"
"3183","ambivalenter","-0.4628"
"3184","ambivalenteste","-0.4628"
"3185","ambivalenteres","-0.4628"
"3186","ambivalentest","-0.4628"
"3187","ambivalente","-0.4628"
"3188","ambivalentere","-0.4628"
"3189","angedroht","-0.0048"
"3190","androhte","-0.0048"
"3191","androhest","-0.0048"
"3192","androhtest","-0.0048"
"3193","androhet","-0.0048"
"3194","androh","-0.0048"
"3195","androhst","-0.0048"
"3196","androhe","-0.0048"
"3197","androhten","-0.0048"
"3198","androht","-0.0048"
"3199","androhtet","-0.0048"
"3200","anfällige","-0.1884"
"3201","anfälligstes","-0.1884"
"3202","anfälligster","-0.1884"
"3203","anfälligerem","-0.1884"
"3204","anfälliges","-0.1884"
"3205","anfälliger","-0.1884"
"3206","anfälligeren","-0.1884"
"3207","anfälligsten","-0.1884"
"3208","anfälligem","-0.1884"
"3209","anfälligste","-0.1884"
"3210","anfälligstem","-0.1884"
"3211","anfälligen","-0.1884"
"3212","anfälligeres","-0.1884"
"3213","anfälligerer","-0.1884"
"3214","anfälligere","-0.1884"
"3215","anfälligst","-0.1884"
"3216","angespannterer","-0.4744"
"3217","angespannten","-0.4744"
"3218","angespannteres","-0.4744"
"3219","angespanntestem","-0.4744"
"3220","angespanntesten","-0.4744"
"3221","angespanntem","-0.4744"
"3222","angespannteren","-0.4744"
"3223","angespannte","-0.4744"
"3224","angespannterem","-0.4744"
"3225","angespanntester","-0.4744"
"3226","angespanntestes","-0.4744"
"3227","angespanntere","-0.4744"
"3228","angespanntes","-0.4744"
"3229","angespannter","-0.4744"
"3230","angespanntest","-0.4744"
"3231","angespannteste","-0.4744"
"3232","angestrengteste","-0.0415"
"3233","angestrengtestes","-0.0415"
"3234","angestrengten","-0.0415"
"3235","angestrengte","-0.0415"
"3236","angestrengtem","-0.0415"
"3237","angestrengtes","-0.0415"
"3238","angestrengter","-0.0415"
"3239","angestrengterer","-0.0415"
"3240","angestrengtester","-0.0415"
"3241","angestrengteres","-0.0415"
"3242","angestrengterem","-0.0415"
"3243","angestrengteren","-0.0415"
"3244","angestrengtestem","-0.0415"
"3245","angestrengtesten","-0.0415"
"3246","angestrengtere","-0.0415"
"3247","angestrengtest","-0.0415"
"3248","angetrunkenen","-0.0048"
"3249","angetrunkenem","-0.0048"
"3250","angetrunkener","-0.0048"
"3251","angetrunkene","-0.0048"
"3252","angetrunknerer","-0.0048"
"3253","angetrunkenst","-0.0048"
"3254","angetrunkneren","-0.0048"
"3255","angetrunknerem","-0.0048"
"3256","angetrunknere","-0.0048"
"3257","angetrunkenere","-0.0048"
"3258","angetrunkeneren","-0.0048"
"3259","angetrunkneres","-0.0048"
"3260","angetrunkenerer","-0.0048"
"3261","angetrunkeneres","-0.0048"
"3262","angetrunkner","-0.0048"
"3263","angetrunkenste","-0.0048"
"3264","angetrunkenes","-0.0048"
"3265","angetrunkenstem","-0.0048"
"3266","angetrunkenster","-0.0048"
"3267","angetrunkensten","-0.0048"
"3268","angetrunkenstes","-0.0048"
"3269","angetrunkenerem","-0.0048"
"3270","anklagten","-0.0048"
"3271","anklagtet","-0.0048"
"3272","anklagest","-0.0048"
"3273","anklage","-0.0048"
"3274","angeklagt","-0.0048"
"3275","anklagt","-0.0048"
"3276","anklag","-0.0048"
"3277","anklaget","-0.0048"
"3278","anklagst","-0.0048"
"3279","anklagtest","-0.0048"
"3280","anklagte","-0.0048"
"3281","anmaßtet","-0.0048"
"3282","anmaßest","-0.0048"
"3283","anmaßtest","-0.0048"
"3284","anmaßt","-0.0048"
"3285","anmaße","-0.0048"
"3286","anmaßten","-0.0048"
"3287","angemaßt","-0.0048"
"3288","anmaß","-0.0048"
"3289","anmaßet","-0.0048"
"3290","anmaßte","-0.0048"
"3291","annulliertet","-0.3149"
"3292","annulliert","-0.3149"
"3293","annulliere","-0.3149"
"3294","annullierst","-0.3149"
"3295","annullierte","-0.3149"
"3296","annullier","-0.3149"
"3297","annullierest","-0.3149"
"3298","annulliertest","-0.3149"
"3299","annullierten","-0.3149"
"3300","annullieret","-0.3149"
"3301","anspannte","-0.0444"
"3302","anspannt","-0.0444"
"3303","anspanne","-0.0444"
"3304","anspannten","-0.0444"
"3305","anspann","-0.0444"
"3306","angespannt","-0.0444"
"3307","anspanntet","-0.0444"
"3308","anspanntest","-0.0444"
"3309","anspannst","-0.0444"
"3310","anspannet","-0.0444"
"3311","anspannest","-0.0444"
"3312","anstrengtet","-0.0048"
"3313","anstrengest","-0.0048"
"3314","anstrenget","-0.0048"
"3315","angestrengt","-0.0048"
"3316","anstrengtest","-0.0048"
"3317","anstreng","-0.0048"
"3318","anstrengte","-0.0048"
"3319","anstrengten","-0.0048"
"3320","anstrengt","-0.0048"
"3321","anstrengst","-0.0048"
"3322","anstrenge","-0.0048"
"3323","anstrengendem","-0.0048"
"3324","anstrengendsten","-0.0048"
"3325","anstrengenden","-0.0048"
"3326","anstrengenderes","-0.0048"
"3327","anstrengendstem","-0.0048"
"3328","anstrengenderer","-0.0048"
"3329","anstrengendster","-0.0048"
"3330","anstrengendes","-0.0048"
"3331","anstrengender","-0.0048"
"3332","anstrengendste","-0.0048"
"3333","anstrengenderen","-0.0048"
"3334","anstrengenderem","-0.0048"
"3335","anstrengendere","-0.0048"
"3336","anstrengende","-0.0048"
"3337","anstrengendstes","-0.0048"
"3338","anstrengendst","-0.0048"
"3339","anstößigst","-0.0048"
"3340","anstößigster","-0.0048"
"3341","anstößigerer","-0.0048"
"3342","anstößigstes","-0.0048"
"3343","anstößigerem","-0.0048"
"3344","anstößigeren","-0.0048"
"3345","anstößigste","-0.0048"
"3346","anstößiger","-0.0048"
"3347","anstößiges","-0.0048"
"3348","anstößigere","-0.0048"
"3349","anstößigen","-0.0048"
"3350","anstößigem","-0.0048"
"3351","anstößigsten","-0.0048"
"3352","anstößigeres","-0.0048"
"3353","anstößigstem","-0.0048"
"3354","anstößige","-0.0048"
"3355","antiquiertes","-0.0048"
"3356","antiquiertere","-0.0048"
"3357","antiquierter","-0.0048"
"3358","antiquiertestem","-0.0048"
"3359","antiquiertesten","-0.0048"
"3360","antiquiertester","-0.0048"
"3361","antiquierterem","-0.0048"
"3362","antiquiertestes","-0.0048"
"3363","antiquierteren","-0.0048"
"3364","antiquierteres","-0.0048"
"3365","antiquierte","-0.0048"
"3366","antiquierterer","-0.0048"
"3367","antiquierteste","-0.0048"
"3368","antiquierten","-0.0048"
"3369","antiquiertem","-0.0048"
"3370","antiquiertest","-0.0048"
"3371","apathischerem","-0.3252"
"3372","apathischeren","-0.3252"
"3373","apathischste","-0.3252"
"3374","apathischerer","-0.3252"
"3375","apathischem","-0.3252"
"3376","apathischster","-0.3252"
"3377","apathischen","-0.3252"
"3378","apathischst","-0.3252"
"3379","apathischstes","-0.3252"
"3380","apathischstem","-0.3252"
"3381","apathischsten","-0.3252"
"3382","apathischer","-0.3252"
"3383","apathischere","-0.3252"
"3384","apathischeres","-0.3252"
"3385","apathisches","-0.3252"
"3386","apathische","-0.3252"
"3387","apokalyptischeren","-0.0048"
"3388","apokalyptischen","-0.0048"
"3389","apokalyptischerem","-0.0048"
"3390","apokalyptischst","-0.0048"
"3391","apokalyptischem","-0.0048"
"3392","apokalyptischstes","-0.0048"
"3393","apokalyptischster","-0.0048"
"3394","apokalyptischsten","-0.0048"
"3395","apokalyptisches","-0.0048"
"3396","apokalyptischstem","-0.0048"
"3397","apokalyptischer","-0.0048"
"3398","apokalyptischere","-0.0048"
"3399","apokalyptischste","-0.0048"
"3400","apokalyptische","-0.0048"
"3401","apokalyptischerer","-0.0048"
"3402","apokalyptischeres","-0.0048"
"3403","arbeitslosere","-0.3426"
"3404","arbeitslose","-0.3426"
"3405","arbeitslosst","-0.3426"
"3406","arbeitsloserer","-0.3426"
"3407","arbeitsloseres","-0.3426"
"3408","arbeitsloserem","-0.3426"
"3409","arbeitsloseren","-0.3426"
"3410","arbeitslosste","-0.3426"
"3411","arbeitsloses","-0.3426"
"3412","arbeitsloser","-0.3426"
"3413","arbeitslosster","-0.3426"
"3414","arbeitslosstes","-0.3426"
"3415","arbeitslossten","-0.3426"
"3416","arbeitslosstem","-0.3426"
"3417","arbeitslosem","-0.3426"
"3418","arbeitslosen","-0.3426"
"3419","archaische","-0.0048"
"3420","archaischstem","-0.0048"
"3421","archaischst","-0.0048"
"3422","archaischsten","-0.0048"
"3423","archaischstes","-0.0048"
"3424","archaischste","-0.0048"
"3425","archaischster","-0.0048"
"3426","archaischeren","-0.0048"
"3427","archaischeres","-0.0048"
"3428","archaischerer","-0.0048"
"3429","archaischere","-0.0048"
"3430","archaisches","-0.0048"
"3431","archaischerem","-0.0048"
"3432","archaischen","-0.0048"
"3433","archaischem","-0.0048"
"3434","archaischer","-0.0048"
"3435","ärmst","-0.4546"
"3436","armem","-0.4546"
"3437","armen","-0.4546"
"3438","ärmerer","-0.4546"
"3439","arme","-0.4546"
"3440","ärmeres","-0.4546"
"3441","ärmeren","-0.4546"
"3442","ärmerem","-0.4546"
"3443","armes","-0.4546"
"3444","armer","-0.4546"
"3445","ärmer","-0.4546"
"3446","ärmstes","-0.4546"
"3447","ärmster","-0.4546"
"3448","ärmste","-0.4546"
"3449","ärmsten","-0.4546"
"3450","ärmstem","-0.4546"
"3451","ärmere","-0.4546"
"3452","armseligen","-0.1814"
"3453","armseligem","-0.1814"
"3454","armselige","-0.1814"
"3455","armseliges","-0.1814"
"3456","armseligst","-0.1814"
"3457","armseliger","-0.1814"
"3458","armseligste","-0.1814"
"3459","armseligster","-0.1814"
"3460","armseligstes","-0.1814"
"3461","armseligerem","-0.1814"
"3462","armseligstem","-0.1814"
"3463","armseligsten","-0.1814"
"3464","armseligeren","-0.1814"
"3465","armseligere","-0.1814"
"3466","armseligerer","-0.1814"
"3467","armseligeres","-0.1814"
"3468","arrogante","-0.4659"
"3469","arroganteste","-0.4659"
"3470","arrogantem","-0.4659"
"3471","arroganten","-0.4659"
"3472","arrogantestem","-0.4659"
"3473","arrogantesten","-0.4659"
"3474","arroganter","-0.4659"
"3475","arrogantes","-0.4659"
"3476","arrogantest","-0.4659"
"3477","arrogantester","-0.4659"
"3478","arrogantestes","-0.4659"
"3479","arroganteres","-0.4659"
"3480","arroganterer","-0.4659"
"3481","arroganteren","-0.4659"
"3482","arrogantere","-0.4659"
"3483","arroganterem","-0.4659"
"3484","attackieret","-0.0048"
"3485","attackiertet","-0.0048"
"3486","attackierest","-0.0048"
"3487","attackiertest","-0.0048"
"3488","attackiere","-0.0048"
"3489","attackier","-0.0048"
"3490","attackierten","-0.0048"
"3491","attackiert","-0.0048"
"3492","attackierst","-0.0048"
"3493","attackierte","-0.0048"
"3494","aufblähtet","-0.0048"
